epoch,train_loss,train_mae,train_rmse,train_r2,val_loss,val_mae,val_rmse,val_r2,is_best,early_stopped
1,0.9117306172847748,1.3434247970581055,1.6834066689760607,-1.8949007987976074,0.5970409214496613,1.040597915649414,1.35295284841215,-5639.6484375,True,False
2,0.6903612054884434,1.0985474586486816,1.3697967915989064,-4.517956256866455,0.5962360898653666,1.050392508506775,1.3018127567174345,-12065.5048828125,False,False
3,0.5598844345659018,0.9437534213066101,1.2112069107123071,-2.0213420391082764,0.544953872760137,0.9805328845977783,1.2468010022379348,-58.22428894042969,True,False
4,0.5673439856618643,0.9608630537986755,1.218066586326452,-0.656545877456665,0.39069072405497235,0.7708790302276611,1.0104520666993486,-1.1500649452209473,True,False
5,0.5228585973381996,0.906542956829071,1.1429534034976376,-0.883578896522522,0.45598071813583374,0.8705639243125916,1.1650027375741645,-0.015956997871398926,False,False
6,0.49062956124544144,0.8732286095619202,1.1237675485736514,-0.5802309513092041,0.371955764790376,0.7894541025161743,1.0432616547610671,-0.046578049659729004,False,False
7,0.40358971059322357,0.7493138313293457,0.9931339345617737,-0.0694659948348999,0.5306584338347117,0.9177806973457336,1.237431135091785,-0.3358973264694214,False,False
8,0.3960679918527603,0.7336552739143372,0.9739788209660879,0.20910489559173584,0.5280157824357351,0.8694548606872559,1.182076517210277,-0.18039584159851074,False,False
9,0.4006420699879527,0.7683894038200378,1.0223993175341637,-0.5570547580718994,0.4376514156659444,0.8806638121604919,1.0945868968772505,-0.7476999759674072,False,False
10,0.40619105845689774,0.7495447993278503,1.0389711727075421,-0.3599611520767212,0.5798162122567495,0.9530379772186279,1.3052009896906223,-1.3438222408294678,False,False
11,0.44358517974615097,0.8016891479492188,1.0842839557343376,-0.05355644226074219,0.4780324498812358,0.8253346681594849,1.1239451655387551,-0.29791688919067383,False,False
12,0.3639291599392891,0.7291042804718018,0.943953585613106,-0.16360259056091309,0.4279967248439789,0.7391169667243958,1.011219210633402,-0.10977184772491455,True,False
13,0.37499670684337616,0.7262257933616638,1.0009807902921386,-0.03127026557922363,0.387991726398468,0.736186683177948,0.9676191127998646,-0.3669393062591553,True,False
14,0.33806288428604603,0.6829708814620972,0.8935849710971412,0.20612168312072754,0.4498848120371501,0.7599096298217773,1.034592154489972,-0.003867626190185547,False,False
15,0.30352701153606176,0.622144877910614,0.8480040719973666,0.2781180143356323,1.1826614538828533,1.5717450380325317,1.8025208384966653,-7432.591796875,False,False
16,0.2930664485320449,0.6226743459701538,0.8232630753044986,0.3262043595314026,0.47531551122665405,0.8146905303001404,1.066289874423563,-0.026153087615966797,False,False
17,0.31685329508036375,0.6470605731010437,0.8678242175939301,0.3510456085205078,0.42778050899505615,0.8254686594009399,1.0286798527882572,-0.05086922645568848,False,False
18,0.34076111763715744,0.6791490912437439,0.9147421111762082,0.18682169914245605,0.473410169283549,0.8088386654853821,1.1255366846628005,-0.6175483465194702,False,False
19,0.33201381005346775,0.6764105558395386,0.8909614329098995,0.1502562165260315,0.37067896127700806,0.7039496302604675,0.9710144219255618,0.12976151704788208,True,False
20,0.3131709126755595,0.6470230221748352,0.8566032098826232,0.160003662109375,0.40269094705581665,0.7207905054092407,0.9741078158360417,-0.05143332481384277,False,False
21,0.2752601271495223,0.6025360822677612,0.8031361263706729,0.31970739364624023,0.3619973957538605,0.6983529925346375,0.9465043617244763,0.23219382762908936,True,False
22,0.28931796038523316,0.6232171654701233,0.8135300489337739,0.400607168674469,0.4329996109008789,0.7801803946495056,1.0535164442331468,-0.23444736003875732,False,False
23,0.2743995878845453,0.5997389554977417,0.8122686643654589,0.4357905387878418,0.3636673390865326,0.7357112765312195,0.9891290157183088,0.37390339374542236,False,False
24,0.27843348030000925,0.6091488003730774,0.7879324270723413,0.47531658411026,0.4218151569366455,0.7857936024665833,1.0570508121955602,-0.5793642997741699,False,False
25,0.2936876993626356,0.6098721623420715,0.8254458075444926,0.3324989080429077,0.39070194959640503,0.7333898544311523,0.9682174572468301,0.2368665337562561,False,False
26,0.27910637855529785,0.5937362313270569,0.8287194835286023,0.3660144805908203,0.3765113453070323,0.7652517557144165,0.9595404292818154,0.21120190620422363,False,False
27,0.2554267281666398,0.5608283281326294,0.7616363480819869,0.47867143154144287,0.4133860766887665,0.7734935283660889,1.0231919904156763,0.3171568512916565,False,False
28,0.2517817164771259,0.5561448335647583,0.7519005298798829,0.5336655974388123,0.5564629236857096,0.9054633378982544,1.1821207379480803,0.2766324281692505,False,False
29,0.26900580525398254,0.5703883171081543,0.7746219620521195,0.4691697955131531,0.45617684721946716,0.8348103165626526,1.1085330830938138,-0.5991742610931396,False,False
30,0.2700688987970352,0.5772080421447754,0.7987436935462394,0.4556378126144409,0.2861483146746953,0.6462011337280273,0.8533547815096048,0.3297109603881836,True,False
31,0.2791315810754895,0.6098921895027161,0.8002796742217708,0.36802375316619873,1.311389724413554,1.7083491086959839,1.9337049664195833,-1038.88134765625,False,False
32,0.23553555272519588,0.5467626452445984,0.7312546852157348,0.5093405246734619,0.580675482749939,0.9211580157279968,1.3137218147107241,-0.46935439109802246,False,False
33,0.22766329068690538,0.528576135635376,0.7075771100379291,0.5436216592788696,0.5061696966489156,0.8365680575370789,1.0921173444271994,0.0546727180480957,False,False
34,0.19146741274744272,0.4876944124698639,0.66280674850508,0.6622352600097656,0.4472473661104838,0.7630130648612976,1.0043512093005789,0.24120891094207764,False,False
35,0.2113003828562796,0.49885043501853943,0.7027407337895522,0.5990278720855713,0.353763813773791,0.7267570495605469,0.9840155353889852,0.0725058913230896,False,False
