epoch,train_loss,train_mae,train_rmse,train_r2,val_loss,val_mae,val_rmse,val_r2,is_best,early_stopped
1,0.7172670625150204,1.1264111995697021,1.443448818878438,-1.8799874782562256,0.8726198971271515,1.2378242015838623,1.4591117507096432,-268.6805725097656,True,False
2,0.618427038192749,1.0271880626678467,1.275163615705272,-1.6829533576965332,0.8639020025730133,1.233208417892456,1.4457087617943087,-812.63330078125,True,False
3,0.48883136361837387,0.8743281364440918,1.0800895483368278,-0.6158323287963867,1.0126283764839172,1.3855801820755005,1.5929487121429309,-520.4881591796875,False,False
4,0.44818776845932007,0.8115001320838928,1.0605757061321954,-0.413303017616272,0.7927636206150055,1.1720161437988281,1.3761532022388003,-79.99779510498047,True,False
5,0.427324291318655,0.7943499684333801,1.044098774092296,-0.13483262062072754,0.5707871615886688,0.9938669204711914,1.1921598458738718,-17.34852409362793,True,False
6,0.38464903458952904,0.7507820725440979,0.9496477515540738,-0.15025663375854492,1.06945139169693,1.4706183671951294,1.6476822700453662,-9.11741828918457,False,False
7,0.3620808757841587,0.7158520817756653,0.9320230718671157,0.10415208339691162,0.4487628936767578,0.8887141346931458,1.1958407063982395,-1.836944818496704,True,False
8,0.3193109445273876,0.648571252822876,0.8605998587000734,0.19571834802627563,0.7134269177913666,1.1807448863983154,1.5293954011205702,-0.933603048324585,False,False
9,0.3184070121496916,0.6609313488006592,0.8492519986295048,0.3525999188423157,0.3169105350971222,0.8323298096656799,1.0596861885802902,0.16244208812713623,True,False
10,0.28582808934152126,0.6135124564170837,0.809638155129604,0.3070757985115051,0.39401741325855255,0.841758131980896,1.0650023557072765,0.19601160287857056,False,False
11,0.2726643308997154,0.5977321863174438,0.7783626989982653,0.5060523748397827,0.7280414998531342,1.1834412813186646,1.572005161485619,-1.9930663108825684,False,False
12,0.2624067347496748,0.568718433380127,0.7611994611628956,0.5283164381980896,0.5269671380519867,0.9835219383239746,1.256077013394191,-1.235034465789795,False,False
